dia,tarifario,opcao,intervalo,col,omie,tar,omieTar
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[16:45-17:00[,0.12123,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[17:00-17:15[,0.12046,-0.00100,0.08350,0.08235
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[17:15-17:30[,0.12069,-0.00082,0.08350,0.08255
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[17:30-17:45[,0.12073,-0.00081,0.08350,0.08256
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[17:45-18:00[,0.12133,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[18:00-18:15[,0.12163,-0.00009,0.08350,0.08340
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[18:15-18:30[,0.12179,0.00000,0.08350,0.08350
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[18:30-18:45[,0.12283,0.00084,0.08350,0.08448
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[18:45-19:00[,0.12694,0.00428,0.08350,0.08850
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[19:00-19:15[,0.12839,0.00541,0.08350,0.08984
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[19:15-19:30[,0.13433,0.01034,0.08350,0.09567
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[19:30-19:45[,0.13723,0.01266,0.08350,0.09846
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[19:45-20:00[,0.16389,0.03500,0.08350,0.12502
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[20:00-20:15[,0.16407,0.03501,0.08350,0.12513
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[20:15-20:30[,0.16415,0.03502,0.08350,0.12518
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[20:30-20:45[,0.16415,0.03501,0.08350,0.12518
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[20:45-21:00[,0.16409,0.03501,0.08350,0.12514
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[21:00-21:15[,0.16396,0.03500,0.08350,0.12506
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[21:15-21:30[,0.16384,0.03500,0.08350,0.12498
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[21:30-21:45[,0.14496,0.01916,0.08350,0.10616
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[21:45-22:00[,0.13877,0.01400,0.08350,0.10003
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[22:00-22:15[,0.13709,0.01266,0.08350,0.09841
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[22:15-22:30[,0.13510,0.01106,0.08350,0.09649
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[22:30-22:45[,0.13470,0.01082,0.08350,0.09617
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[22:45-23:00[,0.13402,0.01034,0.08350,0.09557
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[23:00-23:15[,0.13982,0.01544,0.08350,0.10146
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[23:15-23:30[,0.13799,0.01400,0.08350,0.09973
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[23:30-23:45[,0.13767,0.01386,0.08350,0.09950
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Semanal,[23:45-00:00[,0.13574,0.01230,0.08350,0.09766
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[00:00-00:15[,0.06355,0.00850,0.01580,0.02555
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[00:15-00:30[,0.06214,0.00739,0.01580,0.02425
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[00:30-00:45[,0.06178,0.00717,0.01580,0.02397
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[00:45-01:00[,0.06037,0.00600,0.01580,0.02262
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[01:00-01:15[,0.05984,0.00559,0.01580,0.02214
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[01:15-01:30[,0.05959,0.00541,0.01580,0.02193
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[01:30-01:45[,0.05955,0.00541,0.01580,0.02192
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[01:45-02:00[,0.05951,0.00541,0.01580,0.02191
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[02:00-02:15[,0.05964,0.00559,0.01580,0.02210
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[02:15-02:30[,0.05962,0.00559,0.01580,0.02210
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[02:30-02:45[,0.05940,0.00541,0.01580,0.02189
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[02:45-03:00[,0.05938,0.00541,0.01580,0.02189
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[03:00-03:15[,0.05957,0.00559,0.01580,0.02209
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[03:15-03:30[,0.05936,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[03:30-03:45[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[03:45-04:00[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[04:00-04:15[,0.05934,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[04:15-04:30[,0.05955,0.00559,0.01580,0.02208
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[04:30-04:45[,0.05954,0.00559,0.01580,0.02208
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[04:45-05:00[,0.06001,0.00600,0.01580,0.02254
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[05:00-05:15[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[05:15-05:30[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[05:30-05:45[,0.05957,0.00559,0.01580,0.02209
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[05:45-06:00[,0.06123,0.00706,0.01580,0.02374
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[06:00-06:15[,0.06168,0.00739,0.01580,0.02413
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[06:15-06:30[,0.06297,0.00850,0.01580,0.02540
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[06:30-06:45[,0.06401,0.00937,0.01580,0.02639
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[06:45-07:00[,0.06410,0.00937,0.01580,0.02642
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[07:00-07:15[,0.06181,0.00728,0.01580,0.02407
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[07:15-07:30[,0.06001,0.00559,0.01580,0.02217
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[07:30-07:45[,0.05724,0.00308,0.01580,0.01932
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[07:45-08:00[,0.05602,0.00194,0.01580,0.01803
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[08:00-08:15[,0.08047,0.00103,0.04120,0.04239
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[08:15-08:30[,0.07947,0.00010,0.04120,0.04132
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[08:30-08:45[,0.07941,0.00000,0.04120,0.04120
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[08:45-09:00[,0.07934,-0.00010,0.04120,0.04108
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[09:00-09:15[,0.07936,-0.00011,0.04120,0.04107
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[09:15-09:30[,0.07941,-0.00011,0.04120,0.04107
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[09:30-09:45[,0.07919,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[09:45-10:00[,0.07921,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[10:00-10:15[,0.07921,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[10:15-10:30[,0.07922,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[10:30-10:45[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[10:45-11:00[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[11:00-11:15[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[11:15-11:30[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[11:30-11:45[,0.28184,-0.00151,0.24520,0.24344
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[11:45-12:00[,0.28186,-0.00151,0.24520,0.24344
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[12:00-12:15[,0.28190,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[12:15-12:30[,0.28187,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[12:30-12:45[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[12:45-13:00[,0.28182,-0.00149,0.24520,0.24347
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[13:00-13:15[,0.07775,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[13:15-13:30[,0.07771,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[13:30-13:45[,0.07768,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[13:45-14:00[,0.07765,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[14:00-14:15[,0.07873,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[14:15-14:30[,0.07872,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[14:30-14:45[,0.07872,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[14:45-15:00[,0.07870,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[15:00-15:15[,0.07868,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[15:15-15:30[,0.07895,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[15:30-15:45[,0.07893,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[15:45-16:00[,0.07892,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[16:00-16:15[,0.07863,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[16:15-16:30[,0.07863,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[16:30-16:45[,0.07863,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[16:45-17:00[,0.07893,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[17:00-17:15[,0.07816,-0.00100,0.04120,0.04005
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[17:15-17:30[,0.07839,-0.00082,0.04120,0.04025
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[17:30-17:45[,0.07843,-0.00081,0.04120,0.04026
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[17:45-18:00[,0.07903,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[18:00-18:15[,0.07933,-0.00009,0.04120,0.04110
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[18:15-18:30[,0.07949,0.00000,0.04120,0.04120
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[18:30-18:45[,0.08053,0.00084,0.04120,0.04218
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[18:45-19:00[,0.08464,0.00428,0.04120,0.04620
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[19:00-19:15[,0.08609,0.00541,0.04120,0.04754
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[19:15-19:30[,0.09203,0.01034,0.04120,0.05337
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[19:30-19:45[,0.29893,0.01266,0.24520,0.26016
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[19:45-20:00[,0.32559,0.03500,0.24520,0.28672
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[20:00-20:15[,0.32577,0.03501,0.24520,0.28683
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[20:15-20:30[,0.32585,0.03502,0.24520,0.28688
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[20:30-20:45[,0.32585,0.03501,0.24520,0.28688
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[20:45-21:00[,0.32579,0.03501,0.24520,0.28684
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[21:00-21:15[,0.12166,0.03500,0.04120,0.08276
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[21:15-21:30[,0.12154,0.03500,0.04120,0.08268
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[21:30-21:45[,0.10266,0.01916,0.04120,0.06386
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[21:45-22:00[,0.09647,0.01400,0.04120,0.05773
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[22:00-22:15[,0.06939,0.01266,0.01580,0.03071
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[22:15-22:30[,0.06740,0.01106,0.01580,0.02879
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[22:30-22:45[,0.06700,0.01082,0.01580,0.02847
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[22:45-23:00[,0.06632,0.01034,0.01580,0.02787
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[23:00-23:15[,0.07212,0.01544,0.01580,0.03376
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[23:15-23:30[,0.07029,0.01400,0.01580,0.03203
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[23:30-23:45[,0.06997,0.01386,0.01580,0.03180
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Diário,[23:45-00:00[,0.06804,0.01230,0.01580,0.02996
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[00:00-00:15[,0.06355,0.00850,0.01580,0.02555
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[00:15-00:30[,0.06214,0.00739,0.01580,0.02425
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[00:30-00:45[,0.06178,0.00717,0.01580,0.02397
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[00:45-01:00[,0.06037,0.00600,0.01580,0.02262
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[01:00-01:15[,0.05984,0.00559,0.01580,0.02214
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[01:15-01:30[,0.05959,0.00541,0.01580,0.02193
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[01:30-01:45[,0.05955,0.00541,0.01580,0.02192
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[01:45-02:00[,0.05951,0.00541,0.01580,0.02191
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[02:00-02:15[,0.05964,0.00559,0.01580,0.02210
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[02:15-02:30[,0.05962,0.00559,0.01580,0.02210
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[02:30-02:45[,0.05940,0.00541,0.01580,0.02189
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[02:45-03:00[,0.05938,0.00541,0.01580,0.02189
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[03:00-03:15[,0.05957,0.00559,0.01580,0.02209
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[03:15-03:30[,0.05936,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[03:30-03:45[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[03:45-04:00[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[04:00-04:15[,0.05934,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[04:15-04:30[,0.05955,0.00559,0.01580,0.02208
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[04:30-04:45[,0.05954,0.00559,0.01580,0.02208
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[04:45-05:00[,0.06001,0.00600,0.01580,0.02254
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[05:00-05:15[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[05:15-05:30[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[05:30-05:45[,0.05957,0.00559,0.01580,0.02209
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[05:45-06:00[,0.06123,0.00706,0.01580,0.02374
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[06:00-06:15[,0.06168,0.00739,0.01580,0.02413
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[06:15-06:30[,0.06297,0.00850,0.01580,0.02540
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[06:30-06:45[,0.06401,0.00937,0.01580,0.02639
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[06:45-07:00[,0.06410,0.00937,0.01580,0.02642
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[07:00-07:15[,0.08721,0.00728,0.04120,0.04947
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[07:15-07:30[,0.08541,0.00559,0.04120,0.04757
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[07:30-07:45[,0.08264,0.00308,0.04120,0.04472
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[07:45-08:00[,0.08142,0.00194,0.04120,0.04343
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[08:00-08:15[,0.08047,0.00103,0.04120,0.04239
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[08:15-08:30[,0.07947,0.00010,0.04120,0.04132
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[08:30-08:45[,0.07941,0.00000,0.04120,0.04120
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[08:45-09:00[,0.07934,-0.00010,0.04120,0.04108
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[09:00-09:15[,0.07936,-0.00011,0.04120,0.04107
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[09:15-09:30[,0.28341,-0.00011,0.24520,0.24507
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[09:30-09:45[,0.28319,-0.00032,0.24520,0.24483
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[09:45-10:00[,0.28321,-0.00032,0.24520,0.24483
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[10:00-10:15[,0.28321,-0.00032,0.24520,0.24483
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[10:15-10:30[,0.28322,-0.00032,0.24520,0.24483
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[10:30-10:45[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[10:45-11:00[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[11:00-11:15[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[11:15-11:30[,0.28185,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[11:30-11:45[,0.28184,-0.00151,0.24520,0.24344
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[11:45-12:00[,0.28186,-0.00151,0.24520,0.24344
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[12:00-12:15[,0.28190,-0.00149,0.24520,0.24346
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[12:15-12:30[,0.07787,-0.00149,0.04120,0.03946
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[12:30-12:45[,0.07785,-0.00149,0.04120,0.03946
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[12:45-13:00[,0.07782,-0.00149,0.04120,0.03947
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[13:00-13:15[,0.07775,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[13:15-13:30[,0.07771,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[13:30-13:45[,0.07768,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[13:45-14:00[,0.07765,-0.00151,0.04120,0.03945
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[14:00-14:15[,0.07873,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[14:15-14:30[,0.07872,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[14:30-14:45[,0.07872,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[14:45-15:00[,0.07870,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[15:00-15:15[,0.07868,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[15:15-15:30[,0.07895,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[15:30-15:45[,0.07893,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[15:45-16:00[,0.07892,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[16:00-16:15[,0.07863,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[16:15-16:30[,0.07863,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[16:30-16:45[,0.07863,-0.00057,0.04120,0.04054
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[16:45-17:00[,0.07893,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[17:00-17:15[,0.07816,-0.00100,0.04120,0.04005
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[17:15-17:30[,0.07839,-0.00082,0.04120,0.04025
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[17:30-17:45[,0.07843,-0.00081,0.04120,0.04026
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[17:45-18:00[,0.07903,-0.00032,0.04120,0.04083
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[18:00-18:15[,0.07933,-0.00009,0.04120,0.04110
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[18:15-18:30[,0.07949,0.00000,0.04120,0.04120
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[18:30-18:45[,0.08053,0.00084,0.04120,0.04218
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[18:45-19:00[,0.08464,0.00428,0.04120,0.04620
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[19:00-19:15[,0.08609,0.00541,0.04120,0.04754
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[19:15-19:30[,0.09203,0.01034,0.04120,0.05337
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[19:30-19:45[,0.09493,0.01266,0.04120,0.05616
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[19:45-20:00[,0.12159,0.03500,0.04120,0.08272
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[20:00-20:15[,0.12177,0.03501,0.04120,0.08283
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[20:15-20:30[,0.12185,0.03502,0.04120,0.08288
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[20:30-20:45[,0.12185,0.03501,0.04120,0.08288
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[20:45-21:00[,0.12179,0.03501,0.04120,0.08284
02/04/2026,Alfa Power Index BTN,Tri-horário - Ciclo Semanal,[21:00-21:15[,0.12166,0.03500,0.04120,0.08276
